day,month,year,t_max,t_min,prec,sol_rad
1,1,1980,33.2,23.2,0,19.32713816
2,1,1980,32.6,24.5,0,10.9045505
3,1,1980,33,24,0,16.26636137
4,1,1980,33.4,24,0.7,16.86320814
5,1,1980,32.8,23.5,0,16.44810436
6,1,1980,32.8,24,0,19.22428828
7,1,1980,34,23,0,22.73405473
8,1,1980,35.2,22.5,0,22.03692952
9,1,1980,33.6,23,0,20.75696523
10,1,1980,34,23.4,0,21.22413404
11,1,1980,34.2,22.8,0,21.83966485
12,1,1980,34,21.5,4.6,22.75040186
13,1,1980,34.1,22.3,0,21.76170724
14,1,1980,32.6,21.9,0,19.89137967
15,1,1980,32.6,22.4,0,20.65949541
16,1,1980,32.8,21.5,0,21.57802789
17,1,1980,32.6,21.5,0,21.76382045
18,1,1980,33,21.4,0,21.21324601
19,1,1980,32.5,21.6,0,18.73991705
20,1,1980,32.8,22.5,0,19.51649106
21,1,1980,32.1,23,0,14.06602844
22,1,1980,33.7,21.8,0,22.41740794
23,1,1980,33.7,23.8,0,20.82461369
24,1,1980,32.6,23.2,0,15.64659506
25,1,1980,34.2,22.3,0,21.35896941
26,1,1980,34.7,22,0,22.00274918
27,1,1980,33.4,23,0,20.54920017
28,1,1980,32.6,23,0,19.84194809
29,1,1980,33.2,23,0,17.17437262
30,1,1980,32.9,24,0,20.53271147
31,1,1980,34.1,23.1,0,14.98353773
1,2,1980,31,22.8,0,18.35132812
2,2,1980,32,22.4,0.2,13.07946803
3,2,1980,32.2,22.2,0,14.93604977
4,2,1980,31,23.6,1.2,17.25748794
5,2,1980,30.8,23.5,0,15.92272221
6,2,1980,33.6,22.3,0,23.30605422
7,2,1980,34.4,21.3,0,23.35824821
8,2,1980,34.3,22.5,0,22.64221696
9,2,1980,34.6,21,0,21.6151913
10,2,1980,33.8,22.1,0,20.89240118
11,2,1980,34.8,23,0,23.87658729
12,2,1980,34.9,22.5,0,23.61955914
13,2,1980,35,22,0,23.3611551
14,2,1980,34.8,21.2,0,21.39082249
15,2,1980,34.5,23,0,24.24229271
16,2,1980,33.4,22.8,0,21.1724227
17,2,1980,33.5,21.8,0,19.96713042
18,2,1980,33.5,21.5,0,17.65999513
19,2,1980,33.9,21.5,0,23.03576677
20,2,1980,31.6,21,0,13.96233202
21,2,1980,32.6,23,0,15.41128207
22,2,1980,34.8,21.7,0,23.17789311
23,2,1980,34.2,21.4,0,22.11747521
24,2,1980,35.4,20.8,0,25.0118296
25,2,1980,34.9,21.5,0,25.53560241
26,2,1980,34.6,22.5,0,24.63016785
27,2,1980,35.3,18,0,24.19830508
28,2,1980,34.8,23,0,24.40169526
29,2,1980,33.6,22.5,0,23.48730302
1,3,1980,34.8,21.4,0,23.6882729
2,3,1980,34,22,0,22.4479444
3,3,1980,32.4,22.2,0,15.59191422
4,3,1980,33.6,21.2,0,20.11448982
5,3,1980,34.4,21.5,0,23.04070038
6,3,1980,35.2,22,0,22.75437795
7,3,1980,35.2,22.4,0,21.82169849
8,3,1980,33.3,21.5,0,23.95104454
9,3,1980,35,21.2,0,22.53083371
10,3,1980,35.4,23.5,0,22.39987382
11,3,1980,35.6,23.5,0,21.78197383
12,3,1980,35.4,23.4,0,22.29577506
13,3,1980,35.7,23.4,0,22.4850959
14,3,1980,35.4,24.3,0,23.16047092
15,3,1980,35.6,24.5,0,23.67334609
16,3,1980,36.3,23.2,0,23.69813815
17,3,1980,35.4,23.5,0,23.72171357
18,3,1980,34.6,23.3,0,22.60466692
19,3,1980,33.1,20.5,0,19.53058734
20,3,1980,35.9,24.08,0,20.1999548
21,3,1980,35.8,24.33,0,23.96667058
22,3,1980,32.6,22.3,0,18.43832491
23,3,1980,34.2,22.5,0,21.06309507
24,3,1980,34.8,24,0,19.77114629
25,3,1980,33.6,23.6,0,16.02822256
26,3,1980,35.4,20.5,0,17.99844401
27,3,1980,35,24,0,15.23162762
28,3,1980,35.2,24,0,18.67087175
29,3,1980,32.2,23.8,0,10.18364337
30,3,1980,26.3,23.1,19.6,9.863867241
31,3,1980,35,22,0,23.92007906
1,4,1980,33.6,23,0,21.96455111
2,4,1980,33.8,23.4,0,14.78165595
3,4,1980,34.6,22.8,0,19.84804646
4,4,1980,34,23.5,0,20.5031594
5,4,1980,33.4,23.6,0,18.70863442
6,4,1980,33.4,23.5,0,18.70910258
7,4,1980,33.6,24,0,20.50279412
8,4,1980,33.4,22.5,0,20.8267658
9,4,1980,33.6,23.2,0,22.94199629
10,4,1980,33.2,22.5,0,20.9822646
11,4,1980,33.4,21.5,0,20.97707048
12,4,1980,33.1,19.8,0,19.99484692
13,4,1980,34.6,21.5,0,21.77682771
14,4,1980,34.8,23.4,0.2,22.0933061
15,4,1980,34.5,25,7.8,15.26497469
16,4,1980,36.4,24.8,0,24.8311324
17,4,1980,36.7,24.5,3.6,22.87244217
18,4,1980,34.9,24.5,0.4,17.83877349
19,4,1980,35.8,21.6,38.2,21.71323875
