day,month,year,t_max,t_min,prec,sol_rad
1,1,1980,30.13,20.33,22.3,14.11
2,1,1980,27.6,18.6,4.6,16.38
3,1,1980,29,18.8,0,21.22
4,1,1980,29,19.8,21.4,18.37
5,1,1980,29.2,19.6,0,22.77
6,1,1980,28.4,19,0,19.31
7,1,1980,29.6,18.4,0,23.27
8,1,1980,30,19.8,0,20.26
9,1,1980,30.2,19.4,0,22.86
10,1,1980,30.4,19.71,0,24.26
11,1,1980,29.4,19,1.3,21.85
12,1,1980,29.6,20.2,0,20.82
13,1,1980,28.6,19,0,21.15
14,1,1980,29,18.6,4,19.34
15,1,1980,25,19.8,0.8,11.43
16,1,1980,28.6,17,0,20.01
17,1,1980,29.2,19.2,0.4,20.5
18,1,1980,28.6,18.4,42.3,15.16
19,1,1980,25.4,18.2,1.2,14.72
20,1,1980,28.4,19,0,18.13
21,1,1980,29,19.6,0,14
22,1,1980,31.2,19.4,0,23.12
23,1,1980,30,19.8,0.2,21.61
24,1,1980,27.4,20.4,0,11.44
25,1,1980,30.8,17.7,0,21.84
26,1,1980,31.6,20,0,25.91
27,1,1980,31.6,19.37,0,23.62
28,1,1980,28.2,21.4,0,12.14
29,1,1980,29.6,20,29.8,16.53
30,1,1980,23.4,18.37,19.3,9.22
31,1,1980,27.6,18,11,20.81
1,2,1980,26.2,20,6.5,12.38
2,2,1980,26.4,19.4,3,13.19
3,2,1980,27.2,20.4,38.4,11.49
4,2,1980,24.2,18,8.5,10.25
5,2,1980,26.6,18.4,0,11.21
6,2,1980,26,19.6,0.3,10.92
7,2,1980,29,19.8,0,21.06
8,2,1980,29.6,19.8,0,22.04
9,2,1980,31.4,20,0,21.92
10,2,1980,30.2,19.6,0,23.23
11,2,1980,30,20,0,25.18
12,2,1980,31,19.6,0,19.32
13,2,1980,30.8,20,0,24.14
14,2,1980,31,20.2,0,22.9
15,2,1980,29.8,20.6,1.2,20.06
16,2,1980,28.6,20,0,16.88
17,2,1980,28.6,19.4,4.7,16.27
18,2,1980,29.8,20,4.9,20.95
19,2,1980,27.4,20.6,3.2,13.74
20,2,1980,23.2,18.6,0,9.57
21,2,1980,26.4,19.4,1.8,18.3
22,2,1980,29.2,19.71,0,20.43
23,2,1980,29.6,19.55,0,24.99
24,2,1980,29.4,19,0,19.51
25,2,1980,29.2,20,0,15.65
26,2,1980,30.4,20.8,0,24.6
27,2,1980,30.2,20.6,0,20.56
28,2,1980,30.6,19.6,0,24.01
29,2,1980,30.2,19.8,0,20.61
1,3,1980,30.4,20.6,0,21.29
2,3,1980,31.2,20.2,0,19.03
3,3,1980,29.8,19.4,0.2,20.68
4,3,1980,29.4,19.6,2.1,17.27
5,3,1980,28,20,0,12.54
6,3,1980,30.4,19.8,0,20.9
7,3,1980,30.6,20.2,0,20.1
8,3,1980,32.6,20,0,23.23
9,3,1980,32.8,20.8,0,23.41
10,3,1980,32,21.2,0,20.64
11,3,1980,33,20.4,0,23.94
12,3,1980,32.2,21.6,0,16.56
13,3,1980,32.6,21.6,0,24.13
14,3,1980,29,21.2,0,9.84
15,3,1980,31.6,21,16.1,14.45
16,3,1980,31.8,19,0,21.2
17,3,1980,30.26,21.6,0,18.41
18,3,1980,29.57,19.2,0.8,10.36
19,3,1980,31.31,20.4,0.3,13.16
20,3,1980,30,21,0.1,22.21
21,3,1980,29.49,20.4,11,20.9
22,3,1980,29.59,17,0.5,19.75
23,3,1980,28.6,19.19,1,20.57
24,3,1980,29.13,20.2,0,24.35
25,3,1980,28.8,19.88,0.2,10.37
26,3,1980,29.45,21.4,0,21.06
27,3,1980,33.6,20.71,0,21.88
28,3,1980,31.25,23,0,17.93
29,3,1980,30.09,23,0,22.03
30,3,1980,27.4,20.21,7.9,11.19
31,3,1980,28.27,20,0,26.61
1,4,1980,33,18.98,0,25.94
2,4,1980,29,20,0,13.8
3,4,1980,30,19.8,0,20.02
4,4,1980,30.4,20.2,31.3,19.68
5,4,1980,30.2,19.8,6.1,12.15
6,4,1980,27.36,20,3.9,14.59
7,4,1980,26.2,19.8,0,14.42
8,4,1980,27.2,17.89,1.9,11.15
9,4,1980,29,19.4,1.3,16.84
10,4,1980,27.6,18.6,0,17.57
11,4,1980,28.4,18.4,2.6,14.54
12,4,1980,30.3,19.8,0,17.78
13,4,1980,29.81,20.4,0.6,15.49
14,4,1980,29,19.4,11.1,14.66
15,4,1980,27.2,18.4,0.3,17.4
16,4,1980,30.8,19,0,22.88
17,4,1980,30,20.4,0,14.14
18,4,1980,25.1,19.4,0,20.89
19,4,1980,32.2,20.6,0,25.7
20,4,1980,32,21,0,21.49
21,4,1980,28.2,21.4,0,11.82
22,4,1980,29.4,20.6,0.8,14.06
23,4,1980,30,20.2,0,19.64
24,4,1980,27,20.6,3.3,10.34
25,4,1980,27.6,20,38.8,13.84
26,4,1980,24.4,19,45.2,10.48
27,4,1980,29.8,17,0,27.02
28,4,1980,30.4,20,0,20.63
29,4,1980,30,19.8,0.9,22.02
30,4,1980,29.1,20,1.9,20.25
1,5,1980,27.2,20.2,8.8,15.16
2,5,1980,28.4,19,0,19.72
3,5,1980,26,19.6,0.8,14.48
4,5,1980,28.4,19.2,0,17.61
5,5,1980,29.4,20.12,0,16.65
6,5,1980,28.2,19.8,0,17.09
7,5,1980,29.4,20,0.5,21.46
8,5,1980,29.2,20.28,9.3,18.29
9,5,1980,30.4,18.2,0.7,24.36
10,5,1980,30,20,0.4,19.18
11,5,1980,31,20.4,0,23.2
12,5,1980,31,20,0,25.49
13,5,1980,29,21,0,9.47
14,5,1980,30,20.6,10.5,17.82
15,5,1980,26.8,18.8,0.8,13.93
16,5,1980,29.8,20,1,22.1
17,5,1980,30,21.2,33.9,15.44
18,5,1980,29.6,19.8,32.8,17.26
19,5,1980,29,19,10.8,13.24
20,5,1980,30.2,20,0,23.36
21,5,1980,30,20.4,0,16.43
22,5,1980,29.6,19.4,1,18.4
23,5,1980,30.2,20.2,0,17.45
24,5,1980,30,19.6,0,22.47
25,5,1980,26.7,20.6,3,18.63
26,5,1980,28.4,19.6,0.1,13.43
27,5,1980,29.2,20.2,0,14.02
28,5,1980,31.2,19.2,0,22.67
29,5,1980,30,19,0,15.66
30,5,1980,29.6,20,0,20.95
31,5,1980,28,19.4,2.2,18.66
1,6,1980,25.4,20,78.9,10.17
2,6,1980,25,17.6,0,16.05
3,6,1980,28.8,17,0.9,22.38
4,6,1980,28.8,19,0,23.71
5,6,1980,28.2,20.6,0,17.82
6,6,1980,30,19.2,0,25.48
7,6,1980,29.2,20,0,18.99
8,6,1980,29.2,19.4,0,13.57
9,6,1980,29.6,19.6,18.7,22.27
10,6,1980,26.2,19.4,1.5,13.25
11,6,1980,28.2,19.2,1.8,16.84
12,6,1980,28,19.4,3.6,15.18
13,6,1980,26.6,18,0.4,10.53
14,6,1980,30.2,18.2,0,25.2
15,6,1980,31.2,19.4,0,24.89
16,6,1980,31,19.4,0.1,23.68
17,6,1980,29.38,18.4,0,20.68
18,6,1980,30,20,3.2,20.23
19,6,1980,30.4,19.6,2.5,17.24
20,6,1980,26.4,19,6.7,11.4
21,6,1980,29,19.8,0.3,17.38
22,6,1980,30.4,20.2,0,21.41
23,6,1980,31,18.2,0,24.1
24,6,1980,30,19.2,0,16.18
25,6,1980,30.8,20.8,0.7,22.31
26,6,1980,27.8,20,0,12.9
27,6,1980,29.2,20,0,19.18
28,6,1980,30.2,18.2,0,16.64
29,6,1980,30.2,19.4,0,19.94
30,6,1980,30.8,18.4,3.1,22.19
1,7,1980,30.4,18.8,0,20.7
2,7,1980,30.6,19,0,22.95
3,7,1980,31,18,0,25.06
4,7,1980,32.2,18.8,0,23.42
5,7,1980,30.6,19.2,0,18.04
6,7,1980,31,18.6,0,18.2
7,7,1980,31.2,18.2,0,22.56
8,7,1980,31.6,18.8,0.8,24.68
9,7,1980,29.4,19.8,0.2,14.47
10,7,1980,29.8,20.2,0,13.58
11,7,1980,30.4,18.2,0,14.19
12,7,1980,31.6,19.4,0,22.65
13,7,1980,31.2,20.2,0,17.99
14,7,1980,31.6,18.2,0,22.39
15,7,1980,30.6,18.8,0,16.21
16,7,1980,31,18.2,0,21.22
17,7,1980,31.4,19.2,0,19.42
18,7,1980,32.2,19,0,23.69
19,7,1980,31.8,18.8,0,21.28
20,7,1980,31.4,18.4,0,19.48
21,7,1980,27.8,19.6,0,14.94
22,7,1980,31.4,19,0,21.51
23,7,1980,31.4,19.4,0,22.3
24,7,1980,30.6,19,0,20.79
25,7,1980,32.2,18,0,21.74
26,7,1980,32,19,0,20.84
27,7,1980,31.8,19.6,1.5,21.94
28,7,1980,30.4,19,0.1,17.98
29,7,1980,31.2,19.8,0,21.07
30,7,1980,29.08,19.2,0.6,22.95
31,7,1980,32.4,19.4,1.4,17.89
1,8,1980,29.4,17.8,0,18.53
2,8,1980,32.2,20,0,23.19
3,8,1980,34,19.6,0,22.45
4,8,1980,30.4,19.8,2.6,18.29
5,8,1980,29.4,18.8,0,21.42
6,8,1980,31,19.2,0,15.85
7,8,1980,30.6,18.8,0,17.27
8,8,1980,27,20.7,8.7,9.65
9,8,1980,29.8,16.8,0,22.78
10,8,1980,30.2,19.2,0,15.3
11,8,1980,31.8,17,0,22.37
12,8,1980,32.4,19.2,0,23.97
13,8,1980,33.4,19,0,26.35
14,8,1980,31.2,18.8,0,15.53
15,8,1980,32.6,21,0,21.85
16,8,1980,30.4,20,0,14.46
17,8,1980,31.8,18.6,0,23.01
18,8,1980,27.6,18.2,5.6,11.17
19,8,1980,30,19,0.1,17.52
20,8,1980,28.2,19,0,13.26
21,8,1980,31.4,17.6,0,25.65
22,8,1980,31,17,1.7,25.36
23,8,1980,31.4,17.4,0,24.59
24,8,1980,32.6,19.2,0,23.19
25,8,1980,33.2,18.6,0,24.8
26,8,1980,33,20,0.1,24.35
27,8,1980,31.2,20,0,19.58
28,8,1980,31,19,3.9,19.43
29,8,1980,29.6,18.6,0.5,14.65
30,8,1980,31.8,20,0,25.72
31,8,1980,32.8,19,26.1,24.62
1,9,1980,30,18,3.5,19.33
2,9,1980,31.6,19,0,23.85
3,9,1980,31.8,17.61,0,18.39
4,9,1980,32.6,20.4,0,24.36
5,9,1980,30.4,19,0.1,21.64
6,9,1980,32.6,20.2,0,24.07
7,9,1980,31.8,20,0,21.66
8,9,1980,33.6,20.2,1.7,26.03
9,9,1980,30.6,19.6,4.7,15.38
10,9,1980,30,19.4,0,19.1
11,9,1980,31.4,19.4,0,19.59
12,9,1980,31.6,20.2,0.7,21.7
13,9,1980,25.32,20,0,24.46
14,9,1980,32.6,20.2,0,20.25
15,9,1980,25.8,21.2,4.1,13.94
16,9,1980,28,19,9.7,10.54
17,9,1980,30.8,18,0,23.66
18,9,1980,30.2,19.6,19.6,19.45
19,9,1980,25.4,19.2,0.2,12.96
20,9,1980,31.2,19.2,2.6,25.44
21,9,1980,28.4,19.4,9.3,15.06
22,9,1980,27.6,19,0,13.28
23,9,1980,30.6,19.8,0,21.7
24,9,1980,32.2,20,0,26.23
25,9,1980,31.4,19.8,0.1,22.17
26,9,1980,32.6,20.8,0.2,23.62
27,9,1980,30.4,20,28.3,21.02
28,9,1980,27.8,19.4,0,16.15
29,9,1980,29.4,19.8,0,21.48
30,9,1980,28.6,19.8,0.3,15.97
1,10,1980,28.2,20,0.9,14.99
2,10,1980,30.2,20,17.7,17.89
3,10,1980,26.34,19.2,32.5,21.27
