day,month,year,t_max,t_min,prec,sol_rad
1,1,1980,31,23.2,1.6,16.21820065
2,1,1980,30.6,22.4,0.2,16.91526444
3,1,1980,33.2,23.6,14,19.2270903
4,1,1980,32.6,21,0.5,20.7147395
5,1,1980,33.8,23.4,0,19.52064609
6,1,1980,33.2,24,0,19.47631246
7,1,1980,33.4,23,0,20.98191053
8,1,1980,33,23.6,0,19.93256029
9,1,1980,34.4,23,0,19.37482977
10,1,1980,34,25.2,0,20.6963008
11,1,1980,34.2,25,0,19.1065829
12,1,1980,34.8,24.6,0,19.80134249
13,1,1980,33.8,25,0,17.11111993
14,1,1980,33.6,23.6,0,19.55731449
15,1,1980,32.83104882,24.4,4.1,20.07840153
16,1,1980,32,22.4,0,18.58174348
17,1,1980,34,23,0,19.61144951
18,1,1980,33.6,23.8,0.2,20.0404352
19,1,1980,30.2,23,0.4,14.66991766
20,1,1980,32.8,22.6,0,19.99648211
21,1,1980,32.8,23,0,18.96810067
22,1,1980,35.2,22.6,29.1,20.54573872
23,1,1980,32.6,21.4,17.4,19.9586596
24,1,1980,30.2,24.6,2.7,14.40094808
25,1,1980,35,23.6,0,20.44133236
26,1,1980,35.6,21.6,0,21.13345693
27,1,1980,35.4,20.6,0,20.45762506
28,1,1980,33.4,25.6,0,17.42478724
29,1,1980,34.8,23,0.3,21.55140914
30,1,1980,26.6,24.2,7.7,10.51133073
31,1,1980,32.4,22.6,0,18.37240026
1,2,1980,31,23.8,0,15.31906765
2,2,1980,31.2,22.8,0.6,17.57651327
3,2,1980,32.2,24,20.2,19.62444609
4,2,1980,29.8,21,0.4,14.51684734
5,2,1980,31.8,22,0,20.48980982
6,2,1980,31.8,24,0,17.85046529
7,2,1980,34,23.2,0,19.98701836
8,2,1980,34.8,24.8,0,21.27330163
9,2,1980,34.4,24,0,21.35109566
10,2,1980,35.6,24.4,0,20.69881469
11,2,1980,35,24.6,0,21.49369777
12,2,1980,35.2,24.2,0,21.91359107
13,2,1980,35.2,24.4,0,20.88385626
14,2,1980,35.8,25.4,0,19.90799008
15,2,1980,34.6,24.4,0,20.07927083
16,2,1980,36.59419165,25.8,0,20.02050417
17,2,1980,33,23.6,0,20.69169502
18,2,1980,34.8,23.6,0,21.41188933
19,2,1980,31.8,23.8,10.4,16.74226533
20,2,1980,28.6,21,0.1,14.51457364
21,2,1980,31.6,23.4,0,16.65888791
22,2,1980,35,22.8,0,21.09563729
23,2,1980,35,23.4,0,20.62271942
24,2,1980,35,23.6,0,21.45989092
25,2,1980,34.8,23.6,0,22.5745062
26,2,1980,39.66630596,24.6,0,18.55971269
27,2,1980,35.4,24,0,19.07480425
28,2,1980,36.2,24.4,0,21.60827566
29,2,1980,35.8,25.4,0,20.79868221
1,3,1980,36.2,23.6,0,20.75636809
2,3,1980,36.4,24.4,0,21.56055131
3,3,1980,35.4,25,0,20.77220371
4,3,1980,33.6,21,0.2,20.80645161
5,3,1980,33,24,0,20.20900159
6,3,1980,36.2,23,0,22.9745261
7,3,1980,35.4,22,0,21.61286288
8,3,1980,36.8,24.6,0,22.27128378
9,3,1980,37.8,24,0,22.71644781
10,3,1980,37,24,0,21.7262066
11,3,1980,37.9895638,23,0,17.85756508
12,3,1980,36,25.6,0,18.98077357
13,3,1980,39.70241633,24.8,0,19.29938486
14,3,1980,33.2,26.4,0,19.39900696
15,3,1980,36.6,23.8,6.6,22.00330908
16,3,1980,36,23.2,0,22.25840912
17,3,1980,37.4,27,1.5,21.21482013
18,3,1980,33,22.2,21.8,20.92011927
